ID,none,disgust,like,happiness,sadness,surprise,anger,fear
9722,0,0,1,0,0,0,0,0
9723,1,0,0,0,0,0,0,0
9724,1,0,0,0,0,0,0,0
9725,0,1,0,0,0,0,0,0
9726,1,0,0,0,0,0,0,0
9727,1,0,0,0,0,0,0,0
9728,0,0,0,1,0,0,0,0
9729,1,0,0,0,0,0,0,0
9730,1,0,0,0,0,0,0,0
9731,1,0,0,0,0,0,0,0
9732,0,0,1,0,0,0,0,0
9733,1,0,0,0,0,0,0,0
9734,0,0,0,0,1,0,0,0
9735,0,0,0,0,1,0,0,0
9736,1,0,0,0,0,0,0,0
9737,1,0,0,0,0,0,0,0
9738,1,0,0,0,0,0,0,0
9739,1,0,0,0,0,0,0,0
9740,1,0,0,0,0,0,0,0
9741,0,0,0,0,0,0,1,0
9742,1,0,0,0,0,0,0,0
9743,1,0,0,0,0,0,0,0
9744,1,0,0,0,0,0,0,0
9745,0,0,1,0,0,0,0,0
9746,1,0,0,0,0,0,0,0
9747,1,0,0,0,0,0,0,0
9748,1,0,0,0,0,0,0,0
9749,1,0,0,0,0,0,0,0
9750,1,0,0,0,0,0,0,0
9751,0,0,1,0,0,0,0,0
9752,1,0,0,0,0,0,0,0
9753,1,0,0,0,0,0,0,0
9754,1,0,0,0,0,0,0,0
9755,1,0,0,0,0,0,0,0
9756,1,0,0,0,0,0,0,0
9757,1,0,0,0,0,0,0,0
9758,1,0,0,0,0,0,0,0
9759,1,0,0,0,0,0,0,0
9760,1,0,0,0,0,0,0,0
9761,1,0,0,0,0,0,0,0
9762,0,0,0,1,0,0,0,0
9763,0,0,0,0,1,0,0,0
9764,0,0,0,1,0,0,0,0
9765,0,0,0,1,0,0,0,0
9766,1,0,0,0,0,0,0,0
9767,1,0,0,0,0,0,0,0
9768,1,0,0,0,0,0,0,0
9769,1,0,0,0,0,0,0,0
9770,1,0,0,0,0,0,0,0
9771,0,0,0,1,0,0,0,0
9772,0,0,0,0,1,0,0,0
9773,1,0,0,0,0,0,0,0
9774,0,0,1,0,0,0,0,0
9775,1,0,0,0,0,0,0,0
9776,1,0,0,0,0,0,0,0
9777,0,0,1,0,0,0,0,0
9778,0,0,0,1,0,0,0,0
9779,1,0,0,0,0,0,0,0
9780,0,1,0,0,0,0,0,0
9781,1,0,0,0,0,0,0,0
9782,1,0,0,0,0,0,0,0
9783,0,0,1,0,0,0,0,0
9784,1,0,0,0,0,0,0,0
9785,1,0,0,0,0,0,0,0
9786,1,0,0,0,0,0,0,0
9787,0,0,0,1,0,0,0,0
9788,0,0,1,0,0,0,0,0
9789,1,0,0,0,0,0,0,0
9790,1,0,0,0,0,0,0,0
9791,0,0,1,0,0,0,0,0
9792,1,0,0,0,0,0,0,0
9793,1,0,0,0,0,0,0,0
9794,1,0,0,0,0,0,0,0
9795,1,0,0,0,0,0,0,0
9796,0,0,1,0,0,0,0,0
9797,0,0,0,0,0,0,1,0
9798,0,0,0,1,0,0,0,0
9799,1,0,0,0,0,0,0,0
9800,0,0,1,0,0,0,0,0
9801,1,0,0,0,0,0,0,0
9802,1,0,0,0,0,0,0,0
9803,0,0,0,1,0,0,0,0
9804,1,0,0,0,0,0,0,0
9805,0,0,0,0,0,0,1,0
9806,1,0,0,0,0,0,0,0
9807,0,0,0,1,0,0,0,0
9808,1,0,0,0,0,0,0,0
9809,0,0,0,1,0,0,0,0
9810,0,0,0,1,0,0,0,0
9811,0,0,1,0,0,0,0,0
9812,0,0,0,1,0,0,0,0
9813,0,1,0,0,0,0,0,0
9814,0,0,0,1,0,0,0,0
9815,0,0,1,0,0,0,0,0
9816,1,0,0,0,0,0,0,0
9817,1,0,0,0,0,0,0,0
9818,1,0,0,0,0,0,0,0
9819,1,0,0,0,0,0,0,0
9820,1,0,0,0,0,0,0,0
9821,0,0,0,0,1,0,0,0
9822,0,1,0,0,0,0,0,0
9823,1,0,0,0,0,0,0,0
9824,1,0,0,0,0,0,0,0
9825,0,0,0,0,0,0,1,0
9826,0,0,0,1,0,0,0,0
9827,1,0,0,0,0,0,0,0
9828,1,0,0,0,0,0,0,0
9829,1,0,0,0,0,0,0,0
9830,0,0,0,1,0,0,0,0
9831,1,0,0,0,0,0,0,0
9832,0,0,0,0,0,0,1,0
9833,1,0,0,0,0,0,0,0
9834,0,1,0,0,0,0,0,0
9835,0,1,0,0,0,0,0,0
9836,1,0,0,0,0,0,0,0
9837,1,0,0,0,0,0,0,0
9838,1,0,0,0,0,0,0,0
9839,1,0,0,0,0,0,0,0
9840,0,0,0,0,1,0,0,0
9841,1,0,0,0,0,0,0,0
9842,0,0,1,0,0,0,0,0
9843,0,0,1,0,0,0,0,0
9844,1,0,0,0,0,0,0,0
9845,1,0,0,0,0,0,0,0
9846,1,0,0,0,0,0,0,0
9847,0,0,0,1,0,0,0,0
9848,1,0,0,0,0,0,0,0
9849,1,0,0,0,0,0,0,0
9850,1,0,0,0,0,0,0,0
9851,0,0,1,0,0,0,0,0
9852,1,0,0,0,0,0,0,0
9853,1,0,0,0,0,0,0,0
9854,0,1,0,0,0,0,0,0
9855,0,1,0,0,0,0,0,0
9856,0,0,0,1,0,0,0,0
9857,0,0,1,0,0,0,0,0
9858,0,0,1,0,0,0,0,0
9859,0,0,0,0,0,0,1,0
9860,1,0,0,0,0,0,0,0
9861,1,0,0,0,0,0,0,0
9862,1,0,0,0,0,0,0,0
9863,0,0,0,0,1,0,0,0
9864,1,0,0,0,0,0,0,0
9865,0,0,0,0,0,0,1,0
9866,0,1,0,0,0,0,0,0
9867,0,0,1,0,0,0,0,0
9868,1,0,0,0,0,0,0,0
9869,1,0,0,0,0,0,0,0
9870,0,0,1,0,0,0,0,0
9871,0,0,0,0,0,0,1,0
9872,1,0,0,0,0,0,0,0
9873,1,0,0,0,0,0,0,0
9874,1,0,0,0,0,0,0,0
9875,0,0,0,0,1,0,0,0
9876,0,0,0,0,1,0,0,0
9877,1,0,0,0,0,0,0,0
9878,0,1,0,0,0,0,0,0
9879,1,0,0,0,0,0,0,0
9880,1,0,0,0,0,0,0,0
9881,1,0,0,0,0,0,0,0
9882,1,0,0,0,0,0,0,0
9883,1,0,0,0,0,0,0,0
9884,0,0,0,1,0,0,0,0
9885,1,0,0,0,0,0,0,0
9886,1,0,0,0,0,0,0,0
9887,1,0,0,0,0,0,0,0
9888,0,1,0,0,0,0,0,0
9889,1,0,0,0,0,0,0,0
9890,1,0,0,0,0,0,0,0
9891,1,0,0,0,0,0,0,0
9892,1,0,0,0,0,0,0,0
9893,0,1,0,0,0,0,0,0
9894,1,0,0,0,0,0,0,0
9895,1,0,0,0,0,0,0,0
9896,1,0,0,0,0,0,0,0
9897,0,0,0,1,0,0,0,0
9898,0,0,1,0,0,0,0,0
9899,1,0,0,0,0,0,0,0
9900,1,0,0,0,0,0,0,0
9901,1,0,0,0,0,0,0,0
9902,0,0,0,1,0,0,0,0
9903,1,0,0,0,0,0,0,0
9904,1,0,0,0,0,0,0,0
9905,1,0,0,0,0,0,0,0
9906,1,0,0,0,0,0,0,0
9907,0,0,0,0,0,0,1,0
9908,1,0,0,0,0,0,0,0
9909,0,1,0,0,0,0,0,0
9910,1,0,0,0,0,0,0,0
9911,0,0,1,0,0,0,0,0
9912,0,0,0,0,0,0,1,0
9913,0,0,0,0,1,0,0,0
9914,0,0,1,0,0,0,0,0
9915,0,0,0,0,1,0,0,0
9916,1,0,0,0,0,0,0,0
9917,1,0,0,0,0,0,0,0
9918,1,0,0,0,0,0,0,0
9919,0,0,0,0,1,0,0,0
9920,1,0,0,0,0,0,0,0
9921,1,0,0,0,0,0,0,0
9922,0,0,0,0,1,0,0,0
9923,1,0,0,0,0,0,0,0
9924,1,0,0,0,0,0,0,0
9925,1,0,0,0,0,0,0,0
9926,1,0,0,0,0,0,0,0
9927,1,0,0,0,0,0,0,0
9928,1,0,0,0,0,0,0,0
9929,0,0,1,0,0,0,0,0
9930,1,0,0,0,0,0,0,0
9931,0,0,0,0,1,0,0,0
9932,0,0,0,0,1,0,0,0
9933,1,0,0,0,0,0,0,0
9934,1,0,0,0,0,0,0,0
9935,1,0,0,0,0,0,0,0
9936,0,0,1,0,0,0,0,0
9937,1,0,0,0,0,0,0,0
9938,0,0,0,1,0,0,0,0
9939,1,0,0,0,0,0,0,0
9940,1,0,0,0,0,0,0,0
9941,0,0,1,0,0,0,0,0
9942,0,0,0,0,1,0,0,0
9943,1,0,0,0,0,0,0,0
9944,1,0,0,0,0,0,0,0
9945,1,0,0,0,0,0,0,0
9946,0,0,0,0,1,0,0,0
9947,1,0,0,0,0,0,0,0
9948,0,0,0,0,0,1,0,0
9949,0,0,0,0,1,0,0,0
9950,1,0,0,0,0,0,0,0
9951,0,0,0,0,0,0,1,0
9952,1,0,0,0,0,0,0,0
9953,1,0,0,0,0,0,0,0
9954,0,0,1,0,0,0,0,0
9955,1,0,0,0,0,0,0,0
9956,1,0,0,0,0,0,0,0
9957,1,0,0,0,0,0,0,0
9958,0,0,0,0,0,1,0,0
9959,1,0,0,0,0,0,0,0
9960,1,0,0,0,0,0,0,0
9961,1,0,0,0,0,0,0,0
9962,0,0,0,0,1,0,0,0
9963,1,0,0,0,0,0,0,0
9964,1,0,0,0,0,0,0,0
9965,1,0,0,0,0,0,0,0
9966,1,0,0,0,0,0,0,0
9967,0,0,1,0,0,0,0,0
9968,0,0,0,1,0,0,0,0
9969,0,0,0,1,0,0,0,0
9970,0,0,0,0,0,0,1,0
9971,1,0,0,0,0,0,0,0
9972,1,0,0,0,0,0,0,0
9973,1,0,0,0,0,0,0,0
9974,0,0,0,0,1,0,0,0
9975,1,0,0,0,0,0,0,0
9976,1,0,0,0,0,0,0,0
9977,0,0,0,0,0,0,1,0
9978,1,0,0,0,0,0,0,0
9979,1,0,0,0,0,0,0,0
9980,1,0,0,0,0,0,0,0
9981,0,1,0,0,0,0,0,0
9982,1,0,0,0,0,0,0,0
9983,0,0,0,1,0,0,0,0
9984,1,0,0,0,0,0,0,0
9985,1,0,0,0,0,0,0,0
9986,1,0,0,0,0,0,0,0
9987,1,0,0,0,0,0,0,0
9988,0,0,1,0,0,0,0,0
9989,1,0,0,0,0,0,0,0
9990,1,0,0,0,0,0,0,0
9991,0,0,1,0,0,0,0,0
9992,1,0,0,0,0,0,0,0
9993,0,0,0,1,0,0,0,0
9994,1,0,0,0,0,0,0,0
9995,0,0,0,0,1,0,0,0
9996,1,0,0,0,0,0,0,0
9997,1,0,0,0,0,0,0,0
9998,1,0,0,0,0,0,0,0
9999,0,0,1,0,0,0,0,0
10000,1,0,0,0,0,0,0,0
10001,1,0,0,0,0,0,0,0
10002,1,0,0,0,0,0,0,0
10003,1,0,0,0,0,0,0,0
10004,1,0,0,0,0,0,0,0
10005,1,0,0,0,0,0,0,0
10006,0,0,0,0,1,0,0,0
10007,1,0,0,0,0,0,0,0
10008,0,1,0,0,0,0,0,0
10009,0,0,1,0,0,0,0,0
10010,1,0,0,0,0,0,0,0
10011,1,0,0,0,0,0,0,0
10012,0,0,0,0,1,0,0,0
10013,1,0,0,0,0,0,0,0
10014,1,0,0,0,0,0,0,0
10015,1,0,0,0,0,0,0,0
10016,0,0,1,0,0,0,0,0
10017,1,0,0,0,0,0,0,0
10018,1,0,0,0,0,0,0,0
10019,0,0,0,1,0,0,0,0
10020,0,0,0,1,0,0,0,0
10021,0,0,0,0,0,0,1,0
10022,0,0,0,1,0,0,0,0
10023,1,0,0,0,0,0,0,0
10024,1,0,0,0,0,0,0,0
10025,1,0,0,0,0,0,0,0
10026,1,0,0,0,0,0,0,0
10027,0,0,1,0,0,0,0,0
10028,1,0,0,0,0,0,0,0
10029,1,0,0,0,0,0,0,0
10030,1,0,0,0,0,0,0,0
10031,1,0,0,0,0,0,0,0
10032,0,0,1,0,0,0,0,0
10033,1,0,0,0,0,0,0,0
10034,1,0,0,0,0,0,0,0
10035,1,0,0,0,0,0,0,0
10036,0,1,0,0,0,0,0,0
10037,1,0,0,0,0,0,0,0
10038,1,0,0,0,0,0,0,0
10039,0,0,1,0,0,0,0,0
10040,0,0,0,0,1,0,0,0
10041,0,0,0,1,0,0,0,0
10042,1,0,0,0,0,0,0,0
10043,0,0,0,1,0,0,0,0
10044,1,0,0,0,0,0,0,0
10045,1,0,0,0,0,0,0,0
10046,1,0,0,0,0,0,0,0
10047,0,0,0,0,0,0,1,0
10048,1,0,0,0,0,0,0,0
10049,0,0,1,0,0,0,0,0
10050,1,0,0,0,0,0,0,0
10051,1,0,0,0,0,0,0,0
10052,0,0,0,0,1,0,0,0
10053,0,0,0,0,0,0,1,0
10054,1,0,0,0,0,0,0,0
10055,0,0,1,0,0,0,0,0
10056,1,0,0,0,0,0,0,0
10057,1,0,0,0,0,0,0,0
10058,0,1,0,0,0,0,0,0
10059,0,0,1,0,0,0,0,0
10060,0,0,1,0,0,0,0,0
10061,0,0,1,0,0,0,0,0
10062,1,0,0,0,0,0,0,0
10063,1,0,0,0,0,0,0,0
10064,1,0,0,0,0,0,0,0
10065,1,0,0,0,0,0,0,0
10066,0,0,0,0,1,0,0,0
10067,1,0,0,0,0,0,0,0
10068,1,0,0,0,0,0,0,0
10069,0,0,1,0,0,0,0,0
10070,1,0,0,0,0,0,0,0
10071,1,0,0,0,0,0,0,0
10072,1,0,0,0,0,0,0,0
10073,1,0,0,0,0,0,0,0
10074,1,0,0,0,0,0,0,0
10075,0,0,1,0,0,0,0,0
10076,1,0,0,0,0,0,0,0
10077,0,0,0,0,1,0,0,0
10078,1,0,0,0,0,0,0,0
10079,1,0,0,0,0,0,0,0
10080,0,0,1,0,0,0,0,0
10081,1,0,0,0,0,0,0,0
10082,1,0,0,0,0,0,0,0
10083,0,0,0,0,1,0,0,0
10084,0,0,0,0,0,0,1,0
10085,0,0,0,0,0,0,1,0
10086,0,0,0,1,0,0,0,0
10087,0,0,0,0,1,0,0,0
10088,0,0,0,0,1,0,0,0
10089,1,0,0,0,0,0,0,0
10090,0,0,1,0,0,0,0,0
10091,1,0,0,0,0,0,0,0
10092,1,0,0,0,0,0,0,0
10093,1,0,0,0,0,0,0,0
10094,1,0,0,0,0,0,0,0
10095,0,0,0,0,1,0,0,0
10096,0,0,0,0,1,0,0,0
10097,0,0,0,1,0,0,0,0
10098,0,1,0,0,0,0,0,0
10099,0,0,0,0,0,0,1,0
10100,0,0,0,1,0,0,0,0
10101,1,0,0,0,0,0,0,0
10102,1,0,0,0,0,0,0,0
10103,1,0,0,0,0,0,0,0
10104,1,0,0,0,0,0,0,0
10105,0,0,0,1,0,0,0,0
10106,1,0,0,0,0,0,0,0
10107,1,0,0,0,0,0,0,0
10108,1,0,0,0,0,0,0,0
10109,1,0,0,0,0,0,0,0
10110,1,0,0,0,0,0,0,0
10111,1,0,0,0,0,0,0,0
10112,1,0,0,0,0,0,0,0
10113,1,0,0,0,0,0,0,0
10114,1,0,0,0,0,0,0,0
10115,0,0,0,0,0,0,1,0
10116,1,0,0,0,0,0,0,0
10117,1,0,0,0,0,0,0,0
10118,0,1,0,0,0,0,0,0
10119,0,0,0,1,0,0,0,0
10120,1,0,0,0,0,0,0,0
10121,1,0,0,0,0,0,0,0
10122,1,0,0,0,0,0,0,0
10123,1,0,0,0,0,0,0,0
10124,0,0,1,0,0,0,0,0
10125,1,0,0,0,0,0,0,0
10126,0,0,0,1,0,0,0,0
10127,1,0,0,0,0,0,0,0
10128,1,0,0,0,0,0,0,0
10129,1,0,0,0,0,0,0,0
10130,0,0,0,1,0,0,0,0
10131,1,0,0,0,0,0,0,0
10132,1,0,0,0,0,0,0,0
10133,1,0,0,0,0,0,0,0
10134,1,0,0,0,0,0,0,0
10135,1,0,0,0,0,0,0,0
10136,1,0,0,0,0,0,0,0
10137,0,0,0,0,1,0,0,0
10138,1,0,0,0,0,0,0,0
10139,0,0,1,0,0,0,0,0
10140,0,0,0,1,0,0,0,0
10141,1,0,0,0,0,0,0,0
10142,0,0,0,0,0,0,1,0
10143,1,0,0,0,0,0,0,0
10144,0,0,0,0,1,0,0,0
10145,0,0,0,1,0,0,0,0
10146,0,1,0,0,0,0,0,0
10147,0,1,0,0,0,0,0,0
10148,0,0,1,0,0,0,0,0
10149,1,0,0,0,0,0,0,0
10150,1,0,0,0,0,0,0,0
10151,1,0,0,0,0,0,0,0
10152,1,0,0,0,0,0,0,0
10153,1,0,0,0,0,0,0,0
10154,1,0,0,0,0,0,0,0
10155,1,0,0,0,0,0,0,0
10156,1,0,0,0,0,0,0,0
10157,1,0,0,0,0,0,0,0
10158,1,0,0,0,0,0,0,0
10159,1,0,0,0,0,0,0,0
10160,0,0,0,1,0,0,0,0
10161,1,0,0,0,0,0,0,0
10162,0,0,0,1,0,0,0,0
10163,0,0,1,0,0,0,0,0
10164,0,0,0,0,0,0,1,0
10165,1,0,0,0,0,0,0,0
10166,0,0,0,0,1,0,0,0
10167,1,0,0,0,0,0,0,0
10168,1,0,0,0,0,0,0,0
10169,0,0,1,0,0,0,0,0
10170,0,0,1,0,0,0,0,0
10171,1,0,0,0,0,0,0,0
10172,1,0,0,0,0,0,0,0
10173,0,0,1,0,0,0,0,0
10174,0,0,0,0,1,0,0,0
10175,1,0,0,0,0,0,0,0
10176,1,0,0,0,0,0,0,0
10177,1,0,0,0,0,0,0,0
10178,1,0,0,0,0,0,0,0
10179,0,0,0,0,0,0,1,0
10180,1,0,0,0,0,0,0,0
10181,1,0,0,0,0,0,0,0
10182,1,0,0,0,0,0,0,0
10183,0,1,0,0,0,0,0,0
10184,0,0,1,0,0,0,0,0
10185,1,0,0,0,0,0,0,0
10186,1,0,0,0,0,0,0,0
10187,1,0,0,0,0,0,0,0
10188,1,0,0,0,0,0,0,0
10189,1,0,0,0,0,0,0,0
10190,1,0,0,0,0,0,0,0
10191,0,0,0,1,0,0,0,0
10192,1,0,0,0,0,0,0,0
10193,1,0,0,0,0,0,0,0
10194,1,0,0,0,0,0,0,0
10195,0,0,1,0,0,0,0,0
10196,1,0,0,0,0,0,0,0
10197,0,0,0,1,0,0,0,0
10198,1,0,0,0,0,0,0,0
10199,0,0,1,0,0,0,0,0
10200,1,0,0,0,0,0,0,0
10201,1,0,0,0,0,0,0,0
10202,1,0,0,0,0,0,0,0
10203,1,0,0,0,0,0,0,0
10204,1,0,0,0,0,0,0,0
10205,0,0,0,1,0,0,0,0
10206,1,0,0,0,0,0,0,0
10207,0,0,1,0,0,0,0,0
10208,1,0,0,0,0,0,0,0
10209,1,0,0,0,0,0,0,0
10210,1,0,0,0,0,0,0,0
10211,1,0,0,0,0,0,0,0
10212,1,0,0,0,0,0,0,0
10213,1,0,0,0,0,0,0,0
10214,0,1,0,0,0,0,0,0
10215,1,0,0,0,0,0,0,0
10216,1,0,0,0,0,0,0,0
10217,1,0,0,0,0,0,0,0
10218,0,0,1,0,0,0,0,0
10219,1,0,0,0,0,0,0,0
10220,0,0,1,0,0,0,0,0
10221,1,0,0,0,0,0,0,0
10222,1,0,0,0,0,0,0,0
10223,0,0,0,0,1,0,0,0
10224,1,0,0,0,0,0,0,0
10225,1,0,0,0,0,0,0,0
10226,1,0,0,0,0,0,0,0
10227,0,0,0,0,1,0,0,0
10228,1,0,0,0,0,0,0,0
10229,1,0,0,0,0,0,0,0
10230,0,0,1,0,0,0,0,0
10231,0,0,1,0,0,0,0,0
10232,0,0,1,0,0,0,0,0
10233,1,0,0,0,0,0,0,0
10234,1,0,0,0,0,0,0,0
10235,0,0,0,1,0,0,0,0
10236,0,0,0,0,1,0,0,0
10237,1,0,0,0,0,0,0,0
10238,0,1,0,0,0,0,0,0
10239,1,0,0,0,0,0,0,0
10240,1,0,0,0,0,0,0,0
10241,0,0,0,1,0,0,0,0
10242,0,0,1,0,0,0,0,0
10243,0,0,0,1,0,0,0,0
10244,0,0,0,1,0,0,0,0
10245,0,0,0,1,0,0,0,0
10246,1,0,0,0,0,0,0,0
10247,0,0,1,0,0,0,0,0
10248,1,0,0,0,0,0,0,0
10249,1,0,0,0,0,0,0,0
10250,1,0,0,0,0,0,0,0
10251,0,0,0,0,1,0,0,0
10252,1,0,0,0,0,0,0,0
10253,1,0,0,0,0,0,0,0
10254,0,0,1,0,0,0,0,0
10255,0,0,1,0,0,0,0,0
10256,1,0,0,0,0,0,0,0
10257,0,1,0,0,0,0,0,0
10258,1,0,0,0,0,0,0,0
10259,0,0,0,0,0,0,1,0
10260,1,0,0,0,0,0,0,0
10261,1,0,0,0,0,0,0,0
10262,1,0,0,0,0,0,0,0
10263,1,0,0,0,0,0,0,0
10264,1,0,0,0,0,0,0,0
10265,1,0,0,0,0,0,0,0
10266,1,0,0,0,0,0,0,0
10267,1,0,0,0,0,0,0,0
10268,1,0,0,0,0,0,0,0
10269,0,0,0,0,0,0,1,0
10270,1,0,0,0,0,0,0,0
10271,0,0,0,0,0,0,1,0
10272,1,0,0,0,0,0,0,0
10273,1,0,0,0,0,0,0,0
10274,0,0,0,0,0,0,1,0
10275,1,0,0,0,0,0,0,0
10276,0,0,0,0,0,0,1,0
10277,1,0,0,0,0,0,0,0
10278,0,0,0,1,0,0,0,0
10279,1,0,0,0,0,0,0,0
10280,0,0,1,0,0,0,0,0
10281,0,0,0,0,1,0,0,0
10282,0,0,0,0,1,0,0,0
10283,1,0,0,0,0,0,0,0
10284,1,0,0,0,0,0,0,0
10285,1,0,0,0,0,0,0,0
10286,0,0,0,0,0,0,1,0
10287,0,0,1,0,0,0,0,0
10288,0,0,0,1,0,0,0,0
10289,1,0,0,0,0,0,0,0
10290,1,0,0,0,0,0,0,0
10291,0,1,0,0,0,0,0,0
10292,1,0,0,0,0,0,0,0
10293,1,0,0,0,0,0,0,0
10294,1,0,0,0,0,0,0,0
10295,0,0,0,0,1,0,0,0
10296,1,0,0,0,0,0,0,0
10297,0,0,0,1,0,0,0,0
10298,1,0,0,0,0,0,0,0
10299,0,0,0,1,0,0,0,0
10300,0,0,0,1,0,0,0,0
10301,0,0,0,1,0,0,0,0
10302,1,0,0,0,0,0,0,0
10303,0,0,1,0,0,0,0,0
10304,1,0,0,0,0,0,0,0
10305,0,0,1,0,0,0,0,0
10306,1,0,0,0,0,0,0,0
10307,0,0,0,0,1,0,0,0
10308,1,0,0,0,0,0,0,0
10309,0,0,0,1,0,0,0,0
10310,0,0,1,0,0,0,0,0
10311,1,0,0,0,0,0,0,0
10312,0,0,1,0,0,0,0,0
10313,1,0,0,0,0,0,0,0
10314,1,0,0,0,0,0,0,0
10315,0,0,0,1,0,0,0,0
10316,1,0,0,0,0,0,0,0
10317,1,0,0,0,0,0,0,0
10318,0,0,0,0,1,0,0,0
10319,1,0,0,0,0,0,0,0
10320,0,0,0,0,1,0,0,0
10321,1,0,0,0,0,0,0,0
10322,1,0,0,0,0,0,0,0
10323,1,0,0,0,0,0,0,0
10324,0,0,0,0,0,0,1,0
10325,1,0,0,0,0,0,0,0
10326,0,1,0,0,0,0,0,0
10327,1,0,0,0,0,0,0,0
10328,0,0,0,1,0,0,0,0
10329,0,0,0,1,0,0,0,0
10330,0,0,0,0,1,0,0,0
10331,1,0,0,0,0,0,0,0
10332,0,0,1,0,0,0,0,0
10333,1,0,0,0,0,0,0,0
10334,1,0,0,0,0,0,0,0
10335,1,0,0,0,0,0,0,0
10336,0,0,0,1,0,0,0,0
10337,1,0,0,0,0,0,0,0
10338,1,0,0,0,0,0,0,0
10339,1,0,0,0,0,0,0,0
10340,1,0,0,0,0,0,0,0
10341,0,0,0,0,1,0,0,0
10342,0,0,1,0,0,0,0,0
10343,1,0,0,0,0,0,0,0
10344,1,0,0,0,0,0,0,0
10345,1,0,0,0,0,0,0,0
10346,0,0,0,0,1,0,0,0
10347,1,0,0,0,0,0,0,0
10348,1,0,0,0,0,0,0,0
10349,0,1,0,0,0,0,0,0
10350,1,0,0,0,0,0,0,0
10351,1,0,0,0,0,0,0,0
10352,1,0,0,0,0,0,0,0
10353,0,0,0,0,1,0,0,0
10354,0,1,0,0,0,0,0,0
10355,1,0,0,0,0,0,0,0
10356,0,0,0,1,0,0,0,0
10357,1,0,0,0,0,0,0,0
10358,0,0,0,1,0,0,0,0
10359,0,0,0,1,0,0,0,0
10360,1,0,0,0,0,0,0,0
10361,1,0,0,0,0,0,0,0
10362,0,0,1,0,0,0,0,0
10363,1,0,0,0,0,0,0,0
10364,1,0,0,0,0,0,0,0
10365,0,0,0,1,0,0,0,0
10366,0,0,1,0,0,0,0,0
10367,1,0,0,0,0,0,0,0
10368,1,0,0,0,0,0,0,0
10369,1,0,0,0,0,0,0,0
10370,0,0,0,1,0,0,0,0
10371,1,0,0,0,0,0,0,0
10372,1,0,0,0,0,0,0,0
10373,0,0,0,0,1,0,0,0
10374,1,0,0,0,0,0,0,0
10375,0,1,0,0,0,0,0,0
10376,0,0,0,1,0,0,0,0
10377,1,0,0,0,0,0,0,0
10378,0,0,1,0,0,0,0,0
10379,1,0,0,0,0,0,0,0
10380,0,0,1,0,0,0,0,0
10381,1,0,0,0,0,0,0,0
10382,0,0,1,0,0,0,0,0
10383,1,0,0,0,0,0,0,0
10384,1,0,0,0,0,0,0,0
10385,1,0,0,0,0,0,0,0
10386,1,0,0,0,0,0,0,0
10387,1,0,0,0,0,0,0,0
10388,1,0,0,0,0,0,0,0
10389,0,0,0,1,0,0,0,0
10390,0,1,0,0,0,0,0,0
10391,0,0,0,1,0,0,0,0
10392,0,1,0,0,0,0,0,0
10393,1,0,0,0,0,0,0,0
10394,0,0,0,0,1,0,0,0
10395,0,0,0,1,0,0,0,0
10396,1,0,0,0,0,0,0,0
10397,1,0,0,0,0,0,0,0
10398,1,0,0,0,0,0,0,0
10399,1,0,0,0,0,0,0,0
10400,1,0,0,0,0,0,0,0
10401,1,0,0,0,0,0,0,0
10402,1,0,0,0,0,0,0,0
10403,1,0,0,0,0,0,0,0
10404,1,0,0,0,0,0,0,0
10405,1,0,0,0,0,0,0,0
10406,1,0,0,0,0,0,0,0
10407,0,1,0,0,0,0,0,0
10408,0,1,0,0,0,0,0,0
10409,1,0,0,0,0,0,0,0
10410,0,0,0,0,1,0,0,0
10411,1,0,0,0,0,0,0,0
10412,1,0,0,0,0,0,0,0
10413,1,0,0,0,0,0,0,0
10414,1,0,0,0,0,0,0,0
10415,0,0,0,1,0,0,0,0
10416,1,0,0,0,0,0,0,0
10417,1,0,0,0,0,0,0,0
10418,0,1,0,0,0,0,0,0
10419,0,0,1,0,0,0,0,0
10420,1,0,0,0,0,0,0,0
10421,0,0,1,0,0,0,0,0
10422,1,0,0,0,0,0,0,0
10423,1,0,0,0,0,0,0,0
10424,0,0,0,1,0,0,0,0
10425,1,0,0,0,0,0,0,0
10426,1,0,0,0,0,0,0,0
10427,0,0,0,1,0,0,0,0
10428,1,0,0,0,0,0,0,0
10429,1,0,0,0,0,0,0,0
10430,1,0,0,0,0,0,0,0
10431,1,0,0,0,0,0,0,0
10432,1,0,0,0,0,0,0,0
10433,1,0,0,0,0,0,0,0
10434,1,0,0,0,0,0,0,0
10435,0,0,1,0,0,0,0,0
10436,1,0,0,0,0,0,0,0
10437,0,0,0,0,1,0,0,0
10438,1,0,0,0,0,0,0,0
10439,1,0,0,0,0,0,0,0
10440,1,0,0,0,0,0,0,0
10441,1,0,0,0,0,0,0,0
10442,1,0,0,0,0,0,0,0
10443,1,0,0,0,0,0,0,0
10444,1,0,0,0,0,0,0,0
10445,0,0,0,0,1,0,0,0
10446,1,0,0,0,0,0,0,0
10447,0,0,0,0,1,0,0,0
10448,0,0,1,0,0,0,0,0
10449,0,0,1,0,0,0,0,0
10450,1,0,0,0,0,0,0,0
10451,1,0,0,0,0,0,0,0
10452,1,0,0,0,0,0,0,0
10453,1,0,0,0,0,0,0,0
10454,1,0,0,0,0,0,0,0
10455,0,1,0,0,0,0,0,0
10456,1,0,0,0,0,0,0,0
